strategy,round,side,amount,result,bankroll,roi
Player1_Martingale,18548,Tai,100000.00,Win,27280000.00,-72.72%
Player1_Martingale,18549,Tai,50000.00,Lose,27230000.00,-72.77%
Player1_Martingale,18550,Xiu,100000.00,Lose,27130000.00,-72.87%
Player1_Martingale,18551,Tai,200000.00,Win,27320000.00,-72.68%
Player1_Martingale,18552,Tai,50000.00,Lose,27270000.00,-72.73%
Player1_Martingale,18553,Tai,100000.00,Lose,27170000.00,-72.83%
Player1_Martingale,18554,Tai,200000.00,Win,27360000.00,-72.64%
Player1_Martingale,18555,Tai,50000.00,Win,27407500.00,-72.59%
Player1_Martingale,18556,Xiu,50000.00,Lose,27357500.00,-72.64%
Player1_Martingale,18557,Xiu,100000.00,Lose,27257500.00,-72.74%
Player1_Martingale,18558,Tai,200000.00,Win,27447500.00,-72.55%
Player1_Martingale,18559,Xiu,50000.00,Lose,27397500.00,-72.60%
Player1_Martingale,18560,Xiu,100000.00,Lose,27297500.00,-72.70%
Player1_Martingale,18561,Tai,200000.00,Win,27487500.00,-72.51%
Player1_Martingale,18562,Tai,50000.00,Win,27535000.00,-72.47%
Player1_Martingale,18563,Xiu,50000.00,Lose,27485000.00,-72.52%
Player1_Martingale,18564,Tai,100000.00,Lose,27385000.00,-72.61%
Player1_Martingale,18565,Tai,200000.00,Lose,27185000.00,-72.81%
Player1_Martingale,18566,Xiu,400000.00,Win,27565000.00,-72.44%
Player1_Martingale,18567,Xiu,50000.00,Win,27612500.00,-72.39%
Player1_Martingale,18568,Xiu,50000.00,Lose,27562500.00,-72.44%
Player1_Martingale,18569,Tai,100000.00,Lose,27462500.00,-72.54%
Player1_Martingale,18570,Xiu,200000.00,Win,27652500.00,-72.35%
Player1_Martingale,18571,Xiu,50000.00,Lose,27602500.00,-72.40%
Player1_Martingale,18572,Tai,100000.00,Lose,27502500.00,-72.50%
Player1_Martingale,18573,Xiu,200000.00,Win,27692500.00,-72.31%
Player1_Martingale,18574,Xiu,50000.00,Lose,27642500.00,-72.36%
Player1_Martingale,18575,Xiu,100000.00,Lose,27542500.00,-72.46%
Player1_Martingale,18576,Xiu,200000.00,Lose,27342500.00,-72.66%
Player1_Martingale,18577,Xiu,400000.00,Lose,26942500.00,-73.06%
Player1_Martingale,18578,Tai,800000.00,Win,27702500.00,-72.30%
Player1_Martingale,18579,Tai,50000.00,Lose,27652500.00,-72.35%
Player1_Martingale,18580,Xiu,100000.00,Win,27747500.00,-72.25%
Player1_Martingale,18581,Xiu,50000.00,Win,27795000.00,-72.20%
Player1_Martingale,18582,Tai,50000.00,Lose,27745000.00,-72.25%
Player1_Martingale,18583,Tai,100000.00,Win,27840000.00,-72.16%
Player1_Martingale,18584,Tai,50000.00,Lose,27790000.00,-72.21%
Player1_Martingale,18585,Tai,100000.00,Lose,27690000.00,-72.31%
Player1_Martingale,18586,Tai,200000.00,Lose,27490000.00,-72.51%
Player1_Martingale,18587,Xiu,400000.00,Win,27870000.00,-72.13%
Player1_Martingale,18588,Tai,50000.00,Lose,27820000.00,-72.18%
Player1_Martingale,18589,Xiu,100000.00,Lose,27720000.00,-72.28%
Player1_Martingale,18590,Xiu,200000.00,Win,27910000.00,-72.09%
Player1_Martingale,18591,Xiu,50000.00,Win,27957500.00,-72.04%
Player1_Martingale,18592,Tai,50000.00,Win,28005000.00,-72.00%
Player1_Martingale,18593,Tai,50000.00,Win,28052500.00,-71.95%
Player1_Martingale,18594,Tai,50000.00,Win,28100000.00,-71.90%
Player1_Martingale,18595,Tai,50000.00,Lose,28050000.00,-71.95%
Player1_Martingale,18596,Tai,100000.00,Win,28145000.00,-71.86%
Player1_Martingale,18597,Tai,50000.00,Win,28192500.00,-71.81%
Player1_Martingale,18598,Tai,50000.00,Win,28240000.00,-71.76%
Player1_Martingale,18599,Xiu,50000.00,Win,28287500.00,-71.71%
Player1_Martingale,18600,Tai,50000.00,Win,28335000.00,-71.67%
Player1_Martingale,18601,Xiu,50000.00,Lose,28285000.00,-71.71%
Player1_Martingale,18602,Xiu,100000.00,Win,28380000.00,-71.62%
Player1_Martingale,18603,Tai,50000.00,Win,28427500.00,-71.57%
Player1_Martingale,18604,Tai,50000.00,Win,28475000.00,-71.53%
Player1_Martingale,18605,Xiu,50000.00,Lose,28425000.00,-71.58%
Player1_Martingale,18606,Tai,100000.00,Win,28520000.00,-71.48%
Player1_Martingale,18607,Xiu,50000.00,Win,28567500.00,-71.43%
Player1_Martingale,18608,Tai,50000.00,Win,28615000.00,-71.39%
Player1_Martingale,18609,Tai,50000.00,Lose,28565000.00,-71.44%
Player1_Martingale,18610,Tai,100000.00,Win,28660000.00,-71.34%
Player1_Martingale,18611,Tai,50000.00,Lose,28610000.00,-71.39%
Player1_Martingale,18612,Xiu,100000.00,Lose,28510000.00,-71.49%
Player1_Martingale,18613,Xiu,200000.00,Win,28700000.00,-71.30%
Player1_Martingale,18614,Xiu,50000.00,Win,28747500.00,-71.25%
Player1_Martingale,18615,Xiu,50000.00,Win,28795000.00,-71.20%
Player1_Martingale,18616,Xiu,50000.00,Win,28842500.00,-71.16%
Player1_Martingale,18617,Xiu,50000.00,Lose,28792500.00,-71.21%
Player1_Martingale,18618,Tai,100000.00,Lose,28692500.00,-71.31%
Player1_Martingale,18619,Xiu,200000.00,Win,28882500.00,-71.12%
Player1_Martingale,18620,Tai,50000.00,Win,28930000.00,-71.07%
Player1_Martingale,18621,Xiu,50000.00,Win,28977500.00,-71.02%
Player1_Martingale,18622,Tai,50000.00,Lose,28927500.00,-71.07%
Player1_Martingale,18623,Tai,100000.00,Win,29022500.00,-70.98%
Player1_Martingale,18624,Xiu,50000.00,Win,29070000.00,-70.93%
Player1_Martingale,18625,Tai,50000.00,Win,29117500.00,-70.88%
Player1_Martingale,18626,Xiu,50000.00,Lose,29067500.00,-70.93%
Player1_Martingale,18627,Tai,100000.00,Lose,28967500.00,-71.03%
Player1_Martingale,18628,Tai,200000.00,Win,29157500.00,-70.84%
Player1_Martingale,18629,Xiu,50000.00,Win,29205000.00,-70.80%
Player1_Martingale,18630,Tai,50000.00,Lose,29155000.00,-70.84%
Player1_Martingale,18631,Xiu,100000.00,Win,29250000.00,-70.75%
Player1_Martingale,18632,Xiu,50000.00,Lose,29200000.00,-70.80%
Player1_Martingale,18633,Xiu,100000.00,Lose,29100000.00,-70.90%
Player1_Martingale,18634,Tai,200000.00,Win,29290000.00,-70.71%
Player1_Martingale,18635,Xiu,50000.00,Win,29337500.00,-70.66%
Player1_Martingale,18636,Xiu,50000.00,Win,29385000.00,-70.62%
Player1_Martingale,18637,Tai,50000.00,Lose,29335000.00,-70.67%
Player1_Martingale,18638,Tai,100000.00,Lose,29235000.00,-70.77%
Player1_Martingale,18639,Xiu,200000.00,Win,29425000.00,-70.58%
Player1_Martingale,18640,Tai,50000.00,Win,29472500.00,-70.53%
Player1_Martingale,18641,Tai,50000.00,Win,29520000.00,-70.48%
Player1_Martingale,18642,Xiu,50000.00,Win,29567500.00,-70.43%
Player1_Martingale,18643,Xiu,50000.00,Win,29615000.00,-70.38%
Player1_Martingale,18644,Tai,50000.00,Win,29662500.00,-70.34%
Player1_Martingale,18645,Xiu,50000.00,Win,29710000.00,-70.29%
Player1_Martingale,18646,Xiu,50000.00,Win,29757500.00,-70.24%
Player1_Martingale,18647,Xiu,50000.00,Lose,29707500.00,-70.29%
Player1_Martingale,18648,Xiu,100000.00,Win,29802500.00,-70.20%
Player1_Martingale,18649,Tai,50000.00,Lose,29752500.00,-70.25%
Player1_Martingale,18650,Tai,100000.00,Lose,29652500.00,-70.35%
Player1_Martingale,18651,Tai,200000.00,Win,29842500.00,-70.16%
Player1_Martingale,18652,Xiu,50000.00,Lose,29792500.00,-70.21%
Player1_Martingale,18653,Xiu,100000.00,Lose,29692500.00,-70.31%
Player1_Martingale,18654,Xiu,200000.00,Lose,29492500.00,-70.51%
Player1_Martingale,18655,Tai,400000.00,Win,29872500.00,-70.13%
Player1_Martingale,18656,Xiu,50000.00,Win,29920000.00,-70.08%
Player1_Martingale,18657,Xiu,50000.00,Lose,29870000.00,-70.13%
Player1_Martingale,18658,Tai,100000.00,Win,29965000.00,-70.03%
Player1_Martingale,18659,Tai,50000.00,Lose,29915000.00,-70.08%
Player1_Martingale,18660,Xiu,100000.00,Win,30010000.00,-69.99%
Player1_Martingale,18661,Xiu,50000.00,Lose,29960000.00,-70.04%
Player1_Martingale,18662,Xiu,100000.00,Win,30055000.00,-69.95%
Player1_Martingale,18663,Xiu,50000.00,Lose,30005000.00,-69.99%
Player1_Martingale,18664,Xiu,100000.00,Win,30100000.00,-69.90%
Player1_Martingale,18665,Xiu,50000.00,Lose,30050000.00,-69.95%
Player1_Martingale,18666,Tai,100000.00,Win,30145000.00,-69.86%
Player1_Martingale,18667,Tai,50000.00,Lose,30095000.00,-69.91%
Player1_Martingale,18668,Tai,100000.00,Lose,29995000.00,-70.00%
Player1_Martingale,18669,Tai,200000.00,Lose,29795000.00,-70.20%
Player1_Martingale,18670,Tai,400000.00,Lose,29395000.00,-70.60%
Player1_Martingale,18671,Tai,800000.00,Lose,28595000.00,-71.41%
Player1_Martingale,18672,Tai,1000000.00,Win,29545000.00,-70.45%
Player1_Martingale,18673,Tai,50000.00,Lose,29495000.00,-70.50%
Player1_Martingale,18674,Tai,100000.00,Lose,29395000.00,-70.60%
Player1_Martingale,18675,Xiu,200000.00,Win,29585000.00,-70.42%
Player1_Martingale,18676,Xiu,50000.00,Lose,29535000.00,-70.47%
Player1_Martingale,18677,Xiu,100000.00,Win,29630000.00,-70.37%
Player1_Martingale,18678,Xiu,50000.00,Lose,29580000.00,-70.42%
Player1_Martingale,18679,Tai,100000.00,Win,29675000.00,-70.33%
Player1_Martingale,18680,Tai,50000.00,Lose,29625000.00,-70.38%
Player1_Martingale,18681,Xiu,100000.00,Win,29720000.00,-70.28%
Player1_Martingale,18682,Tai,50000.00,Win,29767500.00,-70.23%
Player1_Martingale,18683,Tai,50000.00,Lose,29717500.00,-70.28%
Player1_Martingale,18684,Xiu,100000.00,Win,29812500.00,-70.19%
Player1_Martingale,18685,Tai,50000.00,Lose,29762500.00,-70.24%
Player1_Martingale,18686,Tai,100000.00,Lose,29662500.00,-70.34%
Player1_Martingale,18687,Xiu,200000.00,Lose,29462500.00,-70.54%
Player1_Martingale,18688,Tai,400000.00,Win,29842500.00,-70.16%
Player1_Martingale,18689,Xiu,50000.00,Win,29890000.00,-70.11%
Player1_Martingale,18690,Xiu,50000.00,Lose,29840000.00,-70.16%
Player1_Martingale,18691,Tai,100000.00,Win,29935000.00,-70.06%
Player1_Martingale,18692,Tai,50000.00,Lose,29885000.00,-70.12%
Player1_Martingale,18693,Tai,100000.00,Lose,29785000.00,-70.22%
Player1_Martingale,18694,Xiu,200000.00,Win,29975000.00,-70.03%
Player1_Martingale,18695,Xiu,50000.00,Lose,29925000.00,-70.08%
Player1_Martingale,18696,Xiu,100000.00,Win,30020000.00,-69.98%
Player1_Martingale,18697,Xiu,50000.00,Lose,29970000.00,-70.03%
Player1_Martingale,18698,Xiu,100000.00,Win,30065000.00,-69.94%
Player1_Martingale,18699,Xiu,50000.00,Win,30112500.00,-69.89%
Player1_Martingale,18700,Xiu,50000.00,Lose,30062500.00,-69.94%
Player1_Martingale,18701,Xiu,100000.00,Win,30157500.00,-69.84%
Player1_Martingale,18702,Tai,50000.00,Lose,30107500.00,-69.89%
Player1_Martingale,18703,Xiu,100000.00,Win,30202500.00,-69.80%
Player1_Martingale,18704,Tai,50000.00,Lose,30152500.00,-69.85%
Player1_Martingale,18705,Tai,100000.00,Lose,30052500.00,-69.95%
Player1_Martingale,18706,Xiu,200000.00,Lose,29852500.00,-70.15%
Player1_Martingale,18707,Xiu,400000.00,Lose,29452500.00,-70.55%
Player1_Martingale,18708,Tai,800000.00,Win,30212500.00,-69.79%
Player1_Martingale,18709,Tai,50000.00,Win,30260000.00,-69.74%
Player1_Martingale,18710,Xiu,50000.00,Lose,30210000.00,-69.79%
Player1_Martingale,18711,Tai,100000.00,Win,30305000.00,-69.69%
Player1_Martingale,18712,Tai,50000.00,Lose,30255000.00,-69.75%
Player1_Martingale,18713,Tai,100000.00,Lose,30155000.00,-69.84%
Player1_Martingale,18714,Xiu,200000.00,Lose,29955000.00,-70.05%
Player1_Martingale,18715,Xiu,400000.00,Lose,29555000.00,-70.45%
Player1_Martingale,18716,Tai,800000.00,Lose,28755000.00,-71.25%
Player1_Martingale,18717,Xiu,1000000.00,Lose,27755000.00,-72.25%
Player1_Martingale,18718,Xiu,1000000.00,Lose,26755000.00,-73.25%
Player1_Martingale,18719,Tai,1000000.00,Lose,25755000.00,-74.25%
Player1_Martingale,18720,Tai,1000000.00,Lose,24755000.00,-75.24%
Player1_Martingale,18721,Xiu,1000000.00,Win,25705000.00,-74.30%
Player1_Martingale,18722,Xiu,50000.00,Lose,25655000.00,-74.34%
Player1_Martingale,18723,Xiu,100000.00,Lose,25555000.00,-74.44%
Player1_Martingale,18724,Xiu,200000.00,Win,25745000.00,-74.26%
Player1_Martingale,18725,Xiu,50000.00,Win,25792500.00,-74.21%
Player1_Martingale,18726,Tai,50000.00,Lose,25742500.00,-74.26%
Player1_Martingale,18727,Xiu,100000.00,Win,25837500.00,-74.16%
Player1_Martingale,18728,Xiu,50000.00,Lose,25787500.00,-74.21%
Player1_Martingale,18729,Tai,100000.00,Lose,25687500.00,-74.31%
Player1_Martingale,18730,Xiu,200000.00,Win,25877500.00,-74.12%
Player1_Martingale,18731,Tai,50000.00,Win,25925000.00,-74.08%
Player1_Martingale,18732,Tai,50000.00,Lose,25875000.00,-74.12%
Player1_Martingale,18733,Xiu,100000.00,Win,25970000.00,-74.03%
Player1_Martingale,18734,Xiu,50000.00,Lose,25920000.00,-74.08%
Player1_Martingale,18735,Tai,100000.00,Lose,25820000.00,-74.18%
Player1_Martingale,18736,Xiu,200000.00,Lose,25620000.00,-74.38%
Player1_Martingale,18737,Xiu,400000.00,Win,26000000.00,-74.00%
Player1_Martingale,18738,Xiu,50000.00,Win,26047500.00,-73.95%
Player1_Martingale,18739,Xiu,50000.00,Win,26095000.00,-73.91%
Player1_Martingale,18740,Tai,50000.00,Win,26142500.00,-73.86%
Player1_Martingale,18741,Xiu,50000.00,Win,26190000.00,-73.81%
Player1_Martingale,18742,Tai,50000.00,Win,26237500.00,-73.76%
Player1_Martingale,18743,Xiu,50000.00,Win,26285000.00,-73.72%
Player1_Martingale,18744,Xiu,50000.00,Win,26332500.00,-73.67%
Player1_Martingale,18745,Xiu,50000.00,Lose,26282500.00,-73.72%
Player1_Martingale,18746,Tai,100000.00,Lose,26182500.00,-73.82%
Player1_Martingale,18747,Xiu,200000.00,Win,26372500.00,-73.63%
Player1_Martingale,18748,Tai,50000.00,Win,26420000.00,-73.58%
Player1_Martingale,18749,Tai,50000.00,Win,26467500.00,-73.53%
Player1_Martingale,18750,Xiu,50000.00,Lose,26417500.00,-73.58%
Player1_Martingale,18751,Xiu,100000.00,Lose,26317500.00,-73.68%
Player1_Martingale,18752,Tai,200000.00,Win,26507500.00,-73.49%
Player1_Martingale,18753,Xiu,50000.00,Lose,26457500.00,-73.54%
Player1_Martingale,18754,Tai,100000.00,Lose,26357500.00,-73.64%
Player1_Martingale,18755,Xiu,200000.00,Lose,26157500.00,-73.84%
Player1_Martingale,18756,Xiu,400000.00,Lose,25757500.00,-74.24%
Player1_Martingale,18757,Tai,800000.00,Win,26517500.00,-73.48%
Player1_Martingale,18758,Xiu,50000.00,Lose,26467500.00,-73.53%
Player1_Martingale,18759,Tai,100000.00,Lose,26367500.00,-73.63%
Player1_Martingale,18760,Xiu,200000.00,Win,26557500.00,-73.44%
Player1_Martingale,18761,Tai,50000.00,Lose,26507500.00,-73.49%
Player1_Martingale,18762,Tai,100000.00,Win,26602500.00,-73.40%
Player1_Martingale,18763,Xiu,50000.00,Lose,26552500.00,-73.45%
Player1_Martingale,18764,Xiu,100000.00,Win,26647500.00,-73.35%
Player1_Martingale,18765,Tai,50000.00,Lose,26597500.00,-73.40%
Player1_Martingale,18766,Xiu,100000.00,Lose,26497500.00,-73.50%
Player1_Martingale,18767,Tai,200000.00,Win,26687500.00,-73.31%
Player1_Martingale,18768,Tai,50000.00,Lose,26637500.00,-73.36%
Player1_Martingale,18769,Xiu,100000.00,Win,26732500.00,-73.27%
Player1_Martingale,18770,Tai,50000.00,Lose,26682500.00,-73.32%
Player1_Martingale,18771,Tai,100000.00,Lose,26582500.00,-73.42%
Player1_Martingale,18772,Xiu,200000.00,Lose,26382500.00,-73.62%
Player1_Martingale,18773,Tai,400000.00,Lose,25982500.00,-74.02%
Player1_Martingale,18774,Xiu,800000.00,Lose,25182500.00,-74.82%
Player1_Martingale,18775,Tai,1000000.00,Win,26132500.00,-73.87%
Player1_Martingale,18776,Xiu,50000.00,Lose,26082500.00,-73.92%
Player1_Martingale,18777,Tai,100000.00,Win,26177500.00,-73.82%
Player1_Martingale,18778,Xiu,50000.00,Win,26225000.00,-73.78%
Player1_Martingale,18779,Tai,50000.00,Lose,26175000.00,-73.83%
Player1_Martingale,18780,Xiu,100000.00,Lose,26075000.00,-73.92%
Player1_Martingale,18781,Xiu,200000.00,Lose,25875000.00,-74.12%
Player1_Martingale,18782,Xiu,400000.00,Win,26255000.00,-73.75%
Player1_Martingale,18783,Xiu,50000.00,Lose,26205000.00,-73.80%
Player1_Martingale,18784,Tai,100000.00,Lose,26105000.00,-73.89%
Player1_Martingale,18785,Tai,200000.00,Win,26295000.00,-73.70%
Player1_Martingale,18786,Xiu,50000.00,Lose,26245000.00,-73.76%
Player1_Martingale,18787,Xiu,100000.00,Win,26340000.00,-73.66%
Player1_Martingale,18788,Xiu,50000.00,Win,26387500.00,-73.61%
Player1_Martingale,18789,Tai,50000.00,Lose,26337500.00,-73.66%
Player1_Martingale,18790,Tai,100000.00,Win,26432500.00,-73.57%
Player1_Martingale,18791,Xiu,50000.00,Lose,26382500.00,-73.62%
Player1_Martingale,18792,Xiu,100000.00,Win,26477500.00,-73.52%
Player1_Martingale,18793,Xiu,50000.00,Win,26525000.00,-73.47%
Player1_Martingale,18794,Tai,50000.00,Lose,26475000.00,-73.52%
Player1_Martingale,18795,Tai,100000.00,Lose,26375000.00,-73.62%
Player1_Martingale,18796,Tai,200000.00,Win,26565000.00,-73.43%
Player1_Martingale,18797,Tai,50000.00,Win,26612500.00,-73.39%
Player1_Martingale,18798,Tai,50000.00,Win,26660000.00,-73.34%
Player1_Martingale,18799,Tai,50000.00,Win,26707500.00,-73.29%
Player1_Martingale,18800,Xiu,50000.00,Lose,26657500.00,-73.34%
Player1_Martingale,18801,Tai,100000.00,Win,26752500.00,-73.25%
Player1_Martingale,18802,Xiu,50000.00,Win,26800000.00,-73.20%
Player1_Martingale,18803,Tai,50000.00,Win,26847500.00,-73.15%
Player1_Martingale,18804,Xiu,50000.00,Lose,26797500.00,-73.20%
Player1_Martingale,18805,Tai,100000.00,Win,26892500.00,-73.11%
Player1_Martingale,18806,Tai,50000.00,Win,26940000.00,-73.06%
Player1_Martingale,18807,Xiu,50000.00,Lose,26890000.00,-73.11%
Player1_Martingale,18808,Tai,100000.00,Lose,26790000.00,-73.21%
Player1_Martingale,18809,Xiu,200000.00,Win,26980000.00,-73.02%
Player1_Martingale,18810,Tai,50000.00,Lose,26930000.00,-73.07%
Player1_Martingale,18811,Xiu,100000.00,Win,27025000.00,-72.97%
Player1_Martingale,18812,Xiu,50000.00,Win,27072500.00,-72.93%
Player1_Martingale,18813,Tai,50000.00,Win,27120000.00,-72.88%
Player1_Martingale,18814,Xiu,50000.00,Lose,27070000.00,-72.93%
Player1_Martingale,18815,Tai,100000.00,Win,27165000.00,-72.84%
Player1_Martingale,18816,Xiu,50000.00,Win,27212500.00,-72.79%
Player1_Martingale,18817,Xiu,50000.00,Win,27260000.00,-72.74%
Player1_Martingale,18818,Tai,50000.00,Lose,27210000.00,-72.79%
Player1_Martingale,18819,Xiu,100000.00,Lose,27110000.00,-72.89%
Player1_Martingale,18820,Xiu,200000.00,Lose,26910000.00,-73.09%
Player1_Martingale,18821,Xiu,400000.00,Win,27290000.00,-72.71%
Player1_Martingale,18822,Tai,50000.00,Lose,27240000.00,-72.76%
Player1_Martingale,18823,Tai,100000.00,Win,27335000.00,-72.67%
Player1_Martingale,18824,Xiu,50000.00,Win,27382500.00,-72.62%
Player1_Martingale,18825,Xiu,50000.00,Lose,27332500.00,-72.67%
Player1_Martingale,18826,Xiu,100000.00,Lose,27232500.00,-72.77%
Player1_Martingale,18827,Xiu,200000.00,Win,27422500.00,-72.58%
Player1_Martingale,18828,Xiu,50000.00,Win,27470000.00,-72.53%
Player1_Martingale,18829,Tai,50000.00,Win,27517500.00,-72.48%
Player1_Martingale,18830,Tai,50000.00,Lose,27467500.00,-72.53%
Player1_Martingale,18831,Tai,100000.00,Lose,27367500.00,-72.63%
Player1_Martingale,18832,Xiu,200000.00,Win,27557500.00,-72.44%
Player1_Martingale,18833,Xiu,50000.00,Lose,27507500.00,-72.49%
Player1_Martingale,18834,Tai,100000.00,Win,27602500.00,-72.40%
Player1_Martingale,18835,Tai,50000.00,Win,27650000.00,-72.35%
Player1_Martingale,18836,Xiu,50000.00,Win,27697500.00,-72.30%
Player1_Martingale,18837,Tai,50000.00,Win,27745000.00,-72.25%
Player1_Martingale,18838,Xiu,50000.00,Win,27792500.00,-72.21%
Player1_Martingale,18839,Xiu,50000.00,Lose,27742500.00,-72.26%
Player1_Martingale,18840,Tai,100000.00,Lose,27642500.00,-72.36%
Player1_Martingale,18841,Tai,200000.00,Lose,27442500.00,-72.56%
Player1_Martingale,18842,Xiu,400000.00,Win,27822500.00,-72.18%
Player1_Martingale,18843,Tai,50000.00,Lose,27772500.00,-72.23%
Player1_Martingale,18844,Xiu,100000.00,Lose,27672500.00,-72.33%
Player1_Martingale,18845,Xiu,200000.00,Win,27862500.00,-72.14%
Player1_Martingale,18846,Tai,50000.00,Lose,27812500.00,-72.19%
Player1_Martingale,18847,Tai,100000.00,Lose,27712500.00,-72.29%
Player1_Martingale,18848,Xiu,200000.00,Win,27902500.00,-72.10%
Player1_Martingale,18849,Tai,50000.00,Lose,27852500.00,-72.15%
Player1_Martingale,18850,Tai,100000.00,Win,27947500.00,-72.05%
Player1_Martingale,18851,Tai,50000.00,Lose,27897500.00,-72.10%
Player1_Martingale,18852,Tai,100000.00,Win,27992500.00,-72.01%
Player1_Martingale,18853,Xiu,50000.00,Win,28040000.00,-71.96%
Player1_Martingale,18854,Xiu,50000.00,Lose,27990000.00,-72.01%
Player1_Martingale,18855,Xiu,100000.00,Win,28085000.00,-71.91%
Player1_Martingale,18856,Xiu,50000.00,Lose,28035000.00,-71.97%
Player1_Martingale,18857,Tai,100000.00,Lose,27935000.00,-72.06%
Player1_Martingale,18858,Xiu,200000.00,Lose,27735000.00,-72.27%
Player1_Martingale,18859,Tai,400000.00,Win,28115000.00,-71.89%
Player1_Martingale,18860,Tai,50000.00,Win,28162500.00,-71.84%
Player1_Martingale,18861,Tai,50000.00,Win,28210000.00,-71.79%
Player1_Martingale,18862,Xiu,50000.00,Win,28257500.00,-71.74%
Player1_Martingale,18863,Xiu,50000.00,Win,28305000.00,-71.69%
Player1_Martingale,18864,Tai,50000.00,Lose,28255000.00,-71.75%
Player1_Martingale,18865,Tai,100000.00,Lose,28155000.00,-71.84%
Player1_Martingale,18866,Tai,200000.00,Lose,27955000.00,-72.05%
Player1_Martingale,18867,Tai,400000.00,Lose,27555000.00,-72.45%
Player1_Martingale,18868,Xiu,800000.00,Win,28315000.00,-71.69%
Player1_Martingale,18869,Tai,50000.00,Win,28362500.00,-71.64%
Player1_Martingale,18870,Tai,50000.00,Win,28410000.00,-71.59%
Player1_Martingale,18871,Tai,50000.00,Win,28457500.00,-71.54%
Player1_Martingale,18872,Xiu,50000.00,Lose,28407500.00,-71.59%
Player1_Martingale,18873,Xiu,100000.00,Win,28502500.00,-71.50%
Player1_Martingale,18874,Tai,50000.00,Lose,28452500.00,-71.55%
Player1_Martingale,18875,Tai,100000.00,Win,28547500.00,-71.45%
Player1_Martingale,18876,Xiu,50000.00,Lose,28497500.00,-71.50%
Player1_Martingale,18877,Tai,100000.00,Win,28592500.00,-71.41%
Player1_Martingale,18878,Xiu,50000.00,Win,28640000.00,-71.36%
Player1_Martingale,18879,Xiu,50000.00,Win,28687500.00,-71.31%
Player1_Martingale,18880,Tai,50000.00,Win,28735000.00,-71.27%
Player1_Martingale,18881,Tai,50000.00,Lose,28685000.00,-71.31%
Player1_Martingale,18882,Tai,100000.00,Lose,28585000.00,-71.41%
Player1_Martingale,18883,Tai,200000.00,Win,28775000.00,-71.23%
Player1_Martingale,18884,Xiu,50000.00,Win,28822500.00,-71.18%
Player1_Martingale,18885,Tai,50000.00,Win,28870000.00,-71.13%
Player1_Martingale,18886,Xiu,50000.00,Lose,28820000.00,-71.18%
Player1_Martingale,18887,Tai,100000.00,Win,28915000.00,-71.08%
Player1_Martingale,18888,Tai,50000.00,Lose,28865000.00,-71.14%
Player1_Martingale,18889,Tai,100000.00,Lose,28765000.00,-71.23%
Player1_Martingale,18890,Tai,200000.00,Win,28955000.00,-71.05%
Player1_Martingale,18891,Xiu,50000.00,Win,29002500.00,-71.00%
Player1_Martingale,18892,Xiu,50000.00,Win,29050000.00,-70.95%
Player1_Martingale,18893,Xiu,50000.00,Win,29097500.00,-70.90%
Player1_Martingale,18894,Xiu,50000.00,Lose,29047500.00,-70.95%
Player1_Martingale,18895,Tai,100000.00,Lose,28947500.00,-71.05%
Player1_Martingale,18896,Xiu,200000.00,Win,29137500.00,-70.86%
Player1_Martingale,18897,Tai,50000.00,Lose,29087500.00,-70.91%
Player1_Martingale,18898,Xiu,100000.00,Win,29182500.00,-70.82%
Player1_Martingale,18899,Xiu,50000.00,Lose,29132500.00,-70.87%
Player1_Martingale,18900,Tai,100000.00,Lose,29032500.00,-70.97%
Player1_Martingale,18901,Xiu,200000.00,Lose,28832500.00,-71.17%
Player1_Martingale,18902,Tai,400000.00,Win,29212500.00,-70.79%
Player1_Martingale,18903,Tai,50000.00,Win,29260000.00,-70.74%
Player1_Martingale,18904,Xiu,50000.00,Lose,29210000.00,-70.79%
Player1_Martingale,18905,Tai,100000.00,Win,29305000.00,-70.69%
Player1_Martingale,18906,Xiu,50000.00,Win,29352500.00,-70.65%
Player1_Martingale,18907,Xiu,50000.00,Lose,29302500.00,-70.70%
Player1_Martingale,18908,Tai,100000.00,Win,29397500.00,-70.60%
Player1_Martingale,18909,Tai,50000.00,Win,29445000.00,-70.56%
Player1_Martingale,18910,Tai,50000.00,Lose,29395000.00,-70.60%
Player1_Martingale,18911,Xiu,100000.00,Win,29490000.00,-70.51%
Player1_Martingale,18912,Tai,50000.00,Lose,29440000.00,-70.56%
Player1_Martingale,18913,Xiu,100000.00,Lose,29340000.00,-70.66%
Player1_Martingale,18914,Tai,200000.00,Win,29530000.00,-70.47%
Player1_Martingale,18915,Tai,50000.00,Lose,29480000.00,-70.52%
Player1_Martingale,18916,Tai,100000.00,Lose,29380000.00,-70.62%
Player1_Martingale,18917,Xiu,200000.00,Win,29570000.00,-70.43%
Player1_Martingale,18918,Tai,50000.00,Win,29617500.00,-70.38%
Player1_Martingale,18919,Tai,50000.00,Lose,29567500.00,-70.43%
Player1_Martingale,18920,Xiu,100000.00,Lose,29467500.00,-70.53%
Player1_Martingale,18921,Xiu,200000.00,Lose,29267500.00,-70.73%
Player1_Martingale,18922,Tai,400000.00,Lose,28867500.00,-71.13%
Player1_Martingale,18923,Tai,800000.00,Lose,28067500.00,-71.93%
Player1_Martingale,18924,Xiu,1000000.00,Win,29017500.00,-70.98%
