strategy,round,side,amount,result,bankroll,roi
Player2_Paroli,10476,Tai,50000.00,Win,72960000.00,-27.04%
Player2_Paroli,10477,Tai,100000.00,Lose,72860000.00,-27.14%
Player2_Paroli,10478,Xiu,50000.00,Win,72907500.00,-27.09%
Player2_Paroli,10479,Xiu,100000.00,Win,73002500.00,-27.00%
Player2_Paroli,10480,Tai,200000.00,Win,73192500.00,-26.81%
Player2_Paroli,10481,Xiu,50000.00,Lose,73142500.00,-26.86%
Player2_Paroli,10482,Xiu,50000.00,Win,73190000.00,-26.81%
Player2_Paroli,10483,Tai,100000.00,Win,73285000.00,-26.71%
Player2_Paroli,10484,Xiu,200000.00,Lose,73085000.00,-26.91%
Player2_Paroli,10485,Xiu,50000.00,Lose,73035000.00,-26.96%
Player2_Paroli,10486,Tai,50000.00,Win,73082500.00,-26.92%
Player2_Paroli,10487,Xiu,100000.00,Win,73177500.00,-26.82%
Player2_Paroli,10488,Tai,200000.00,Win,73367500.00,-26.63%
Player2_Paroli,10489,Xiu,50000.00,Lose,73317500.00,-26.68%
Player2_Paroli,10490,Xiu,50000.00,Win,73365000.00,-26.63%
Player2_Paroli,10491,Tai,100000.00,Lose,73265000.00,-26.73%
Player2_Paroli,10492,Xiu,50000.00,Win,73312500.00,-26.69%
Player2_Paroli,10493,Xiu,100000.00,Win,73407500.00,-26.59%
Player2_Paroli,10494,Tai,200000.00,Lose,73207500.00,-26.79%
Player2_Paroli,10495,Xiu,50000.00,Lose,73157500.00,-26.84%
Player2_Paroli,10496,Tai,50000.00,Lose,73107500.00,-26.89%
Player2_Paroli,10497,Tai,50000.00,Lose,73057500.00,-26.94%
Player2_Paroli,10498,Xiu,50000.00,Win,73105000.00,-26.90%
Player2_Paroli,10499,Xiu,100000.00,Win,73200000.00,-26.80%
Player2_Paroli,10500,Xiu,200000.00,Lose,73000000.00,-27.00%
Player2_Paroli,10501,Xiu,50000.00,Win,73047500.00,-26.95%
Player2_Paroli,10502,Tai,100000.00,Lose,72947500.00,-27.05%
Player2_Paroli,10503,Tai,50000.00,Lose,72897500.00,-27.10%
Player2_Paroli,10504,Tai,50000.00,Win,72945000.00,-27.05%
Player2_Paroli,10505,Xiu,100000.00,Win,73040000.00,-26.96%
Player2_Paroli,10506,Tai,200000.00,Win,73230000.00,-26.77%
Player2_Paroli,10507,Tai,50000.00,Lose,73180000.00,-26.82%
Player2_Paroli,10508,Tai,50000.00,Win,73227500.00,-26.77%
Player2_Paroli,10509,Xiu,100000.00,Lose,73127500.00,-26.87%
Player2_Paroli,10510,Xiu,50000.00,Lose,73077500.00,-26.92%
Player2_Paroli,10511,Xiu,50000.00,Lose,73027500.00,-26.97%
Player2_Paroli,10512,Tai,50000.00,Lose,72977500.00,-27.02%
Player2_Paroli,10513,Xiu,50000.00,Lose,72927500.00,-27.07%
Player2_Paroli,10514,Tai,50000.00,Lose,72877500.00,-27.12%
Player2_Paroli,10515,Xiu,50000.00,Win,72925000.00,-27.07%
Player2_Paroli,10516,Tai,100000.00,Lose,72825000.00,-27.18%
Player2_Paroli,10517,Tai,50000.00,Win,72872500.00,-27.13%
Player2_Paroli,10518,Xiu,100000.00,Lose,72772500.00,-27.23%
Player2_Paroli,10519,Xiu,50000.00,Win,72820000.00,-27.18%
Player2_Paroli,10520,Xiu,100000.00,Win,72915000.00,-27.08%
Player2_Paroli,10521,Xiu,200000.00,Win,73105000.00,-26.90%
Player2_Paroli,10522,Xiu,50000.00,Lose,73055000.00,-26.95%
Player2_Paroli,10523,Xiu,50000.00,Win,73102500.00,-26.90%
Player2_Paroli,10524,Tai,100000.00,Win,73197500.00,-26.80%
Player2_Paroli,10525,Xiu,200000.00,Lose,72997500.00,-27.00%
Player2_Paroli,10526,Xiu,50000.00,Win,73045000.00,-26.96%
Player2_Paroli,10527,Xiu,100000.00,Lose,72945000.00,-27.05%
Player2_Paroli,10528,Tai,50000.00,Lose,72895000.00,-27.11%
Player2_Paroli,10529,Xiu,50000.00,Win,72942500.00,-27.06%
Player2_Paroli,10530,Tai,100000.00,Lose,72842500.00,-27.16%
Player2_Paroli,10531,Xiu,50000.00,Lose,72792500.00,-27.21%
Player2_Paroli,10532,Tai,50000.00,Win,72840000.00,-27.16%
Player2_Paroli,10533,Xiu,100000.00,Win,72935000.00,-27.07%
Player2_Paroli,10534,Xiu,200000.00,Win,73125000.00,-26.88%
Player2_Paroli,10535,Xiu,50000.00,Win,73172500.00,-26.83%
Player2_Paroli,10536,Xiu,100000.00,Win,73267500.00,-26.73%
Player2_Paroli,10537,Tai,200000.00,Win,73457500.00,-26.54%
Player2_Paroli,10538,Tai,50000.00,Lose,73407500.00,-26.59%
Player2_Paroli,10539,Tai,50000.00,Win,73455000.00,-26.55%
Player2_Paroli,10540,Tai,100000.00,Win,73550000.00,-26.45%
Player2_Paroli,10541,Xiu,200000.00,Win,73740000.00,-26.26%
Player2_Paroli,10542,Tai,50000.00,Lose,73690000.00,-26.31%
Player2_Paroli,10543,Tai,50000.00,Win,73737500.00,-26.26%
Player2_Paroli,10544,Tai,100000.00,Win,73832500.00,-26.17%
Player2_Paroli,10545,Xiu,200000.00,Win,74022500.00,-25.98%
Player2_Paroli,10546,Xiu,50000.00,Win,74070000.00,-25.93%
Player2_Paroli,10547,Xiu,100000.00,Lose,73970000.00,-26.03%
Player2_Paroli,10548,Tai,50000.00,Win,74017500.00,-25.98%
Player2_Paroli,10549,Tai,100000.00,Lose,73917500.00,-26.08%
Player2_Paroli,10550,Tai,50000.00,Lose,73867500.00,-26.13%
Player2_Paroli,10551,Tai,50000.00,Win,73915000.00,-26.09%
Player2_Paroli,10552,Tai,100000.00,Lose,73815000.00,-26.19%
Player2_Paroli,10553,Xiu,50000.00,Lose,73765000.00,-26.24%
Player2_Paroli,10554,Xiu,50000.00,Lose,73715000.00,-26.28%
Player2_Paroli,10555,Xiu,50000.00,Lose,73665000.00,-26.33%
Player2_Paroli,10556,Tai,50000.00,Win,73712500.00,-26.29%
Player2_Paroli,10557,Xiu,100000.00,Win,73807500.00,-26.19%
Player2_Paroli,10558,Tai,200000.00,Win,73997500.00,-26.00%
Player2_Paroli,10559,Tai,50000.00,Win,74045000.00,-25.96%
Player2_Paroli,10560,Xiu,100000.00,Lose,73945000.00,-26.05%
Player2_Paroli,10561,Xiu,50000.00,Win,73992500.00,-26.01%
Player2_Paroli,10562,Xiu,100000.00,Lose,73892500.00,-26.11%
Player2_Paroli,10563,Xiu,50000.00,Win,73940000.00,-26.06%
Player2_Paroli,10564,Xiu,100000.00,Win,74035000.00,-25.96%
Player2_Paroli,10565,Tai,200000.00,Lose,73835000.00,-26.16%
Player2_Paroli,10566,Xiu,50000.00,Lose,73785000.00,-26.21%
Player2_Paroli,10567,Tai,50000.00,Lose,73735000.00,-26.27%
Player2_Paroli,10568,Tai,50000.00,Lose,73685000.00,-26.31%
Player2_Paroli,10569,Tai,50000.00,Win,73732500.00,-26.27%
Player2_Paroli,10570,Xiu,100000.00,Lose,73632500.00,-26.37%
Player2_Paroli,10571,Tai,50000.00,Lose,73582500.00,-26.42%
Player2_Paroli,10572,Tai,50000.00,Lose,73532500.00,-26.47%
Player2_Paroli,10573,Tai,50000.00,Win,73580000.00,-26.42%
Player2_Paroli,10574,Tai,100000.00,Win,73675000.00,-26.32%
Player2_Paroli,10575,Xiu,200000.00,Lose,73475000.00,-26.52%
Player2_Paroli,10576,Tai,50000.00,Lose,73425000.00,-26.57%
Player2_Paroli,10577,Xiu,50000.00,Lose,73375000.00,-26.62%
Player2_Paroli,10578,Tai,50000.00,Lose,73325000.00,-26.67%
Player2_Paroli,10579,Xiu,50000.00,Lose,73275000.00,-26.72%
Player2_Paroli,10580,Tai,50000.00,Lose,73225000.00,-26.77%
Player2_Paroli,10581,Tai,50000.00,Lose,73175000.00,-26.82%
Player2_Paroli,10582,Tai,50000.00,Win,73222500.00,-26.78%
Player2_Paroli,10583,Tai,100000.00,Lose,73122500.00,-26.88%
Player2_Paroli,10584,Tai,50000.00,Lose,73072500.00,-26.93%
Player2_Paroli,10585,Xiu,50000.00,Win,73120000.00,-26.88%
Player2_Paroli,10586,Xiu,100000.00,Win,73215000.00,-26.78%
Player2_Paroli,10587,Tai,200000.00,Lose,73015000.00,-26.98%
Player2_Paroli,10588,Xiu,50000.00,Win,73062500.00,-26.94%
Player2_Paroli,10589,Xiu,100000.00,Lose,72962500.00,-27.04%
Player2_Paroli,10590,Xiu,50000.00,Win,73010000.00,-26.99%
Player2_Paroli,10591,Tai,100000.00,Lose,72910000.00,-27.09%
Player2_Paroli,10592,Xiu,50000.00,Win,72957500.00,-27.04%
Player2_Paroli,10593,Xiu,100000.00,Win,73052500.00,-26.95%
Player2_Paroli,10594,Xiu,200000.00,Lose,72852500.00,-27.15%
Player2_Paroli,10595,Tai,50000.00,Lose,72802500.00,-27.20%
Player2_Paroli,10596,Tai,50000.00,Lose,72752500.00,-27.25%
Player2_Paroli,10597,Tai,50000.00,Win,72800000.00,-27.20%
Player2_Paroli,10598,Tai,100000.00,Lose,72700000.00,-27.30%
Player2_Paroli,10599,Tai,50000.00,Lose,72650000.00,-27.35%
Player2_Paroli,10600,Xiu,50000.00,Lose,72600000.00,-27.40%
Player2_Paroli,10601,Xiu,50000.00,Win,72647500.00,-27.35%
Player2_Paroli,10602,Xiu,100000.00,Lose,72547500.00,-27.45%
Player2_Paroli,10603,Tai,50000.00,Lose,72497500.00,-27.50%
Player2_Paroli,10604,Tai,50000.00,Win,72545000.00,-27.46%
Player2_Paroli,10605,Tai,100000.00,Win,72640000.00,-27.36%
Player2_Paroli,10606,Xiu,200000.00,Win,72830000.00,-27.17%
Player2_Paroli,10607,Tai,50000.00,Win,72877500.00,-27.12%
Player2_Paroli,10608,Xiu,100000.00,Lose,72777500.00,-27.22%
Player2_Paroli,10609,Tai,50000.00,Win,72825000.00,-27.18%
Player2_Paroli,10610,Tai,100000.00,Lose,72725000.00,-27.27%
Player2_Paroli,10611,Xiu,50000.00,Lose,72675000.00,-27.32%
Player2_Paroli,10612,Tai,50000.00,Win,72722500.00,-27.28%
Player2_Paroli,10613,Tai,100000.00,Lose,72622500.00,-27.38%
Player2_Paroli,10614,Tai,50000.00,Win,72670000.00,-27.33%
Player2_Paroli,10615,Xiu,100000.00,Win,72765000.00,-27.23%
Player2_Paroli,10616,Xiu,200000.00,Lose,72565000.00,-27.43%
Player2_Paroli,10617,Xiu,50000.00,Win,72612500.00,-27.39%
Player2_Paroli,10618,Xiu,100000.00,Win,72707500.00,-27.29%
Player2_Paroli,10619,Tai,200000.00,Lose,72507500.00,-27.49%
Player2_Paroli,10620,Xiu,50000.00,Win,72555000.00,-27.45%
Player2_Paroli,10621,Xiu,100000.00,Lose,72455000.00,-27.54%
Player2_Paroli,10622,Tai,50000.00,Lose,72405000.00,-27.59%
Player2_Paroli,10623,Tai,50000.00,Lose,72355000.00,-27.64%
Player2_Paroli,10624,Tai,50000.00,Win,72402500.00,-27.60%
Player2_Paroli,10625,Xiu,100000.00,Win,72497500.00,-27.50%
Player2_Paroli,10626,Tai,200000.00,Lose,72297500.00,-27.70%
Player2_Paroli,10627,Tai,50000.00,Win,72345000.00,-27.66%
Player2_Paroli,10628,Tai,100000.00,Win,72440000.00,-27.56%
Player2_Paroli,10629,Tai,200000.00,Win,72630000.00,-27.37%
Player2_Paroli,10630,Tai,50000.00,Lose,72580000.00,-27.42%
Player2_Paroli,10631,Tai,50000.00,Win,72627500.00,-27.37%
Player2_Paroli,10632,Tai,100000.00,Lose,72527500.00,-27.47%
Player2_Paroli,10633,Xiu,50000.00,Lose,72477500.00,-27.52%
Player2_Paroli,10634,Tai,50000.00,Win,72525000.00,-27.47%
Player2_Paroli,10635,Tai,100000.00,Lose,72425000.00,-27.57%
Player2_Paroli,10636,Tai,50000.00,Lose,72375000.00,-27.62%
Player2_Paroli,10637,Xiu,50000.00,Win,72422500.00,-27.58%
Player2_Paroli,10638,Tai,100000.00,Win,72517500.00,-27.48%
Player2_Paroli,10639,Xiu,200000.00,Win,72707500.00,-27.29%
Player2_Paroli,10640,Tai,50000.00,Win,72755000.00,-27.25%
Player2_Paroli,10641,Tai,100000.00,Win,72850000.00,-27.15%
Player2_Paroli,10642,Xiu,200000.00,Win,73040000.00,-26.96%
Player2_Paroli,10643,Tai,50000.00,Win,73087500.00,-26.91%
Player2_Paroli,10644,Xiu,100000.00,Lose,72987500.00,-27.01%
Player2_Paroli,10645,Xiu,50000.00,Lose,72937500.00,-27.06%
Player2_Paroli,10646,Tai,50000.00,Lose,72887500.00,-27.11%
Player2_Paroli,10647,Xiu,50000.00,Lose,72837500.00,-27.16%
Player2_Paroli,10648,Xiu,50000.00,Lose,72787500.00,-27.21%
Player2_Paroli,10649,Xiu,50000.00,Win,72835000.00,-27.16%
Player2_Paroli,10650,Xiu,100000.00,Win,72930000.00,-27.07%
Player2_Paroli,10651,Xiu,200000.00,Lose,72730000.00,-27.27%
Player2_Paroli,10652,Tai,50000.00,Win,72777500.00,-27.22%
Player2_Paroli,10653,Xiu,100000.00,Win,72872500.00,-27.13%
Player2_Paroli,10654,Xiu,200000.00,Win,73062500.00,-26.94%
Player2_Paroli,10655,Tai,50000.00,Lose,73012500.00,-26.99%
Player2_Paroli,10656,Xiu,50000.00,Lose,72962500.00,-27.04%
Player2_Paroli,10657,Tai,50000.00,Lose,72912500.00,-27.09%
Player2_Paroli,10658,Xiu,50000.00,Win,72960000.00,-27.04%
Player2_Paroli,10659,Tai,100000.00,Lose,72860000.00,-27.14%
Player2_Paroli,10660,Tai,50000.00,Win,72907500.00,-27.09%
Player2_Paroli,10661,Tai,100000.00,Win,73002500.00,-27.00%
Player2_Paroli,10662,Xiu,200000.00,Win,73192500.00,-26.81%
Player2_Paroli,10663,Tai,50000.00,Lose,73142500.00,-26.86%
Player2_Paroli,10664,Xiu,50000.00,Win,73190000.00,-26.81%
Player2_Paroli,10665,Tai,100000.00,Win,73285000.00,-26.71%
Player2_Paroli,10666,Tai,200000.00,Lose,73085000.00,-26.91%
Player2_Paroli,10667,Tai,50000.00,Lose,73035000.00,-26.96%
Player2_Paroli,10668,Tai,50000.00,Win,73082500.00,-26.92%
Player2_Paroli,10669,Xiu,100000.00,Win,73177500.00,-26.82%
Player2_Paroli,10670,Xiu,200000.00,Lose,72977500.00,-27.02%
Player2_Paroli,10671,Tai,50000.00,Win,73025000.00,-26.97%
Player2_Paroli,10672,Xiu,100000.00,Win,73120000.00,-26.88%
Player2_Paroli,10673,Xiu,200000.00,Lose,72920000.00,-27.08%
Player2_Paroli,10674,Xiu,50000.00,Win,72967500.00,-27.03%
Player2_Paroli,10675,Tai,100000.00,Lose,72867500.00,-27.13%
Player2_Paroli,10676,Xiu,50000.00,Win,72915000.00,-27.08%
Player2_Paroli,10677,Tai,100000.00,Win,73010000.00,-26.99%
Player2_Paroli,10678,Xiu,200000.00,Win,73200000.00,-26.80%
Player2_Paroli,10679,Tai,50000.00,Win,73247500.00,-26.75%
Player2_Paroli,10680,Tai,100000.00,Win,73342500.00,-26.66%
Player2_Paroli,10681,Xiu,200000.00,Win,73532500.00,-26.47%
Player2_Paroli,10682,Xiu,50000.00,Lose,73482500.00,-26.52%
Player2_Paroli,10683,Xiu,50000.00,Lose,73432500.00,-26.57%
Player2_Paroli,10684,Tai,50000.00,Win,73480000.00,-26.52%
Player2_Paroli,10685,Tai,100000.00,Lose,73380000.00,-26.62%
Player2_Paroli,10686,Xiu,50000.00,Win,73427500.00,-26.57%
Player2_Paroli,10687,Xiu,100000.00,Lose,73327500.00,-26.67%
Player2_Paroli,10688,Tai,50000.00,Lose,73277500.00,-26.72%
Player2_Paroli,10689,Xiu,50000.00,Lose,73227500.00,-26.77%
Player2_Paroli,10690,Tai,50000.00,Lose,73177500.00,-26.82%
Player2_Paroli,10691,Tai,50000.00,Lose,73127500.00,-26.87%
Player2_Paroli,10692,Tai,50000.00,Win,73175000.00,-26.82%
Player2_Paroli,10693,Xiu,100000.00,Win,73270000.00,-26.73%
Player2_Paroli,10694,Tai,200000.00,Win,73460000.00,-26.54%
Player2_Paroli,10695,Tai,50000.00,Lose,73410000.00,-26.59%
Player2_Paroli,10696,Tai,50000.00,Win,73457500.00,-26.54%
Player2_Paroli,10697,Tai,100000.00,Lose,73357500.00,-26.64%
Player2_Paroli,10698,Xiu,50000.00,Lose,73307500.00,-26.69%
Player2_Paroli,10699,Tai,50000.00,Win,73355000.00,-26.65%
Player2_Paroli,10700,Xiu,100000.00,Lose,73255000.00,-26.75%
Player2_Paroli,10701,Tai,50000.00,Win,73302500.00,-26.70%
Player2_Paroli,10702,Xiu,100000.00,Win,73397500.00,-26.60%
Player2_Paroli,10703,Tai,200000.00,Win,73587500.00,-26.41%
Player2_Paroli,10704,Xiu,50000.00,Win,73635000.00,-26.36%
Player2_Paroli,10705,Tai,100000.00,Win,73730000.00,-26.27%
Player2_Paroli,10706,Xiu,200000.00,Lose,73530000.00,-26.47%
Player2_Paroli,10707,Tai,50000.00,Win,73577500.00,-26.42%
Player2_Paroli,10708,Tai,100000.00,Lose,73477500.00,-26.52%
Player2_Paroli,10709,Xiu,50000.00,Lose,73427500.00,-26.57%
Player2_Paroli,10710,Tai,50000.00,Lose,73377500.00,-26.62%
Player2_Paroli,10711,Tai,50000.00,Win,73425000.00,-26.57%
Player2_Paroli,10712,Tai,100000.00,Win,73520000.00,-26.48%
Player2_Paroli,10713,Xiu,200000.00,Win,73710000.00,-26.29%
Player2_Paroli,10714,Xiu,50000.00,Win,73757500.00,-26.24%
Player2_Paroli,10715,Tai,100000.00,Win,73852500.00,-26.15%
Player2_Paroli,10716,Xiu,200000.00,Win,74042500.00,-25.96%
Player2_Paroli,10717,Xiu,50000.00,Win,74090000.00,-25.91%
Player2_Paroli,10718,Xiu,100000.00,Win,74185000.00,-25.81%
Player2_Paroli,10719,Xiu,200000.00,Lose,73985000.00,-26.02%
Player2_Paroli,10720,Tai,50000.00,Win,74032500.00,-25.97%
Player2_Paroli,10721,Tai,100000.00,Lose,73932500.00,-26.07%
Player2_Paroli,10722,Tai,50000.00,Win,73980000.00,-26.02%
Player2_Paroli,10723,Xiu,100000.00,Win,74075000.00,-25.92%
Player2_Paroli,10724,Xiu,200000.00,Lose,73875000.00,-26.12%
Player2_Paroli,10725,Xiu,50000.00,Win,73922500.00,-26.08%
Player2_Paroli,10726,Xiu,100000.00,Lose,73822500.00,-26.18%
Player2_Paroli,10727,Tai,50000.00,Win,73870000.00,-26.13%
Player2_Paroli,10728,Tai,100000.00,Win,73965000.00,-26.04%
Player2_Paroli,10729,Xiu,200000.00,Win,74155000.00,-25.85%
Player2_Paroli,10730,Xiu,50000.00,Win,74202500.00,-25.80%
Player2_Paroli,10731,Tai,100000.00,Lose,74102500.00,-25.90%
Player2_Paroli,10732,Tai,50000.00,Win,74150000.00,-25.85%
Player2_Paroli,10733,Tai,100000.00,Lose,74050000.00,-25.95%
Player2_Paroli,10734,Tai,50000.00,Lose,74000000.00,-26.00%
Player2_Paroli,10735,Tai,50000.00,Win,74047500.00,-25.95%
Player2_Paroli,10736,Xiu,100000.00,Lose,73947500.00,-26.05%
Player2_Paroli,10737,Xiu,50000.00,Win,73995000.00,-26.00%
Player2_Paroli,10738,Xiu,100000.00,Win,74090000.00,-25.91%
Player2_Paroli,10739,Tai,200000.00,Win,74280000.00,-25.72%
Player2_Paroli,10740,Xiu,50000.00,Win,74327500.00,-25.67%
Player2_Paroli,10741,Xiu,100000.00,Win,74422500.00,-25.58%
Player2_Paroli,10742,Xiu,200000.00,Lose,74222500.00,-25.78%
Player2_Paroli,10743,Tai,50000.00,Win,74270000.00,-25.73%
Player2_Paroli,10744,Xiu,100000.00,Win,74365000.00,-25.64%
Player2_Paroli,10745,Xiu,200000.00,Lose,74165000.00,-25.84%
Player2_Paroli,10746,Xiu,50000.00,Lose,74115000.00,-25.89%
Player2_Paroli,10747,Tai,50000.00,Win,74162500.00,-25.84%
Player2_Paroli,10748,Xiu,100000.00,Lose,74062500.00,-25.94%
Player2_Paroli,10749,Tai,50000.00,Lose,74012500.00,-25.99%
Player2_Paroli,10750,Xiu,50000.00,Win,74060000.00,-25.94%
Player2_Paroli,10751,Tai,100000.00,Win,74155000.00,-25.85%
Player2_Paroli,10752,Xiu,200000.00,Lose,73955000.00,-26.05%
Player2_Paroli,10753,Tai,50000.00,Win,74002500.00,-26.00%
Player2_Paroli,10754,Tai,100000.00,Win,74097500.00,-25.90%
Player2_Paroli,10755,Tai,200000.00,Lose,73897500.00,-26.10%
Player2_Paroli,10756,Tai,50000.00,Lose,73847500.00,-26.15%
Player2_Paroli,10757,Tai,50000.00,Lose,73797500.00,-26.20%
Player2_Paroli,10758,Xiu,50000.00,Lose,73747500.00,-26.25%
Player2_Paroli,10759,Xiu,50000.00,Lose,73697500.00,-26.30%
Player2_Paroli,10760,Tai,50000.00,Lose,73647500.00,-26.35%
Player2_Paroli,10761,Xiu,50000.00,Win,73695000.00,-26.30%
Player2_Paroli,10762,Tai,100000.00,Lose,73595000.00,-26.41%
Player2_Paroli,10763,Tai,50000.00,Lose,73545000.00,-26.46%
Player2_Paroli,10764,Xiu,50000.00,Win,73592500.00,-26.41%
Player2_Paroli,10765,Xiu,100000.00,Lose,73492500.00,-26.51%
Player2_Paroli,10766,Tai,50000.00,Win,73540000.00,-26.46%
Player2_Paroli,10767,Tai,100000.00,Win,73635000.00,-26.36%
Player2_Paroli,10768,Xiu,200000.00,Lose,73435000.00,-26.57%
Player2_Paroli,10769,Xiu,50000.00,Win,73482500.00,-26.52%
Player2_Paroli,10770,Tai,100000.00,Win,73577500.00,-26.42%
Player2_Paroli,10771,Xiu,200000.00,Win,73767500.00,-26.23%
Player2_Paroli,10772,Tai,50000.00,Lose,73717500.00,-26.28%
Player2_Paroli,10773,Xiu,50000.00,Lose,73667500.00,-26.33%
Player2_Paroli,10774,Tai,50000.00,Win,73715000.00,-26.28%
Player2_Paroli,10775,Tai,100000.00,Win,73810000.00,-26.19%
Player2_Paroli,10776,Xiu,200000.00,Win,74000000.00,-26.00%
Player2_Paroli,10777,Xiu,50000.00,Lose,73950000.00,-26.05%
Player2_Paroli,10778,Xiu,50000.00,Lose,73900000.00,-26.10%
Player2_Paroli,10779,Xiu,50000.00,Lose,73850000.00,-26.15%
Player2_Paroli,10780,Tai,50000.00,Win,73897500.00,-26.10%
Player2_Paroli,10781,Xiu,100000.00,Lose,73797500.00,-26.20%
Player2_Paroli,10782,Tai,50000.00,Win,73845000.00,-26.16%
Player2_Paroli,10783,Tai,100000.00,Lose,73745000.00,-26.25%
Player2_Paroli,10784,Xiu,50000.00,Lose,73695000.00,-26.30%
Player2_Paroli,10785,Xiu,50000.00,Win,73742500.00,-26.26%
Player2_Paroli,10786,Tai,100000.00,Win,73837500.00,-26.16%
Player2_Paroli,10787,Xiu,200000.00,Lose,73637500.00,-26.36%
Player2_Paroli,10788,Xiu,50000.00,Win,73685000.00,-26.31%
Player2_Paroli,10789,Tai,100000.00,Win,73780000.00,-26.22%
Player2_Paroli,10790,Tai,200000.00,Lose,73580000.00,-26.42%
Player2_Paroli,10791,Tai,50000.00,Lose,73530000.00,-26.47%
Player2_Paroli,10792,Tai,50000.00,Win,73577500.00,-26.42%
Player2_Paroli,10793,Tai,100000.00,Win,73672500.00,-26.33%
Player2_Paroli,10794,Tai,200000.00,Lose,73472500.00,-26.53%
Player2_Paroli,10795,Tai,50000.00,Win,73520000.00,-26.48%
Player2_Paroli,10796,Tai,100000.00,Win,73615000.00,-26.38%
Player2_Paroli,10797,Tai,200000.00,Win,73805000.00,-26.20%
Player2_Paroli,10798,Xiu,50000.00,Lose,73755000.00,-26.25%
Player2_Paroli,10799,Xiu,50000.00,Lose,73705000.00,-26.30%
Player2_Paroli,10800,Tai,50000.00,Win,73752500.00,-26.25%
Player2_Paroli,10801,Tai,100000.00,Lose,73652500.00,-26.35%
Player2_Paroli,10802,Tai,50000.00,Lose,73602500.00,-26.40%
Player2_Paroli,10803,Xiu,50000.00,Win,73650000.00,-26.35%
Player2_Paroli,10804,Tai,100000.00,Lose,73550000.00,-26.45%
Player2_Paroli,10805,Xiu,50000.00,Win,73597500.00,-26.40%
Player2_Paroli,10806,Xiu,100000.00,Lose,73497500.00,-26.50%
Player2_Paroli,10807,Xiu,50000.00,Win,73545000.00,-26.46%
Player2_Paroli,10808,Tai,100000.00,Win,73640000.00,-26.36%
Player2_Paroli,10809,Tai,200000.00,Win,73830000.00,-26.17%
Player2_Paroli,10810,Xiu,50000.00,Lose,73780000.00,-26.22%
Player2_Paroli,10811,Xiu,50000.00,Lose,73730000.00,-26.27%
Player2_Paroli,10812,Tai,50000.00,Win,73777500.00,-26.22%
Player2_Paroli,10813,Tai,100000.00,Lose,73677500.00,-26.32%
Player2_Paroli,10814,Xiu,50000.00,Lose,73627500.00,-26.37%
Player2_Paroli,10815,Xiu,50000.00,Win,73675000.00,-26.32%
Player2_Paroli,10816,Tai,100000.00,Win,73770000.00,-26.23%
Player2_Paroli,10817,Tai,200000.00,Lose,73570000.00,-26.43%
Player2_Paroli,10818,Xiu,50000.00,Win,73617500.00,-26.38%
Player2_Paroli,10819,Xiu,100000.00,Lose,73517500.00,-26.48%
Player2_Paroli,10820,Xiu,50000.00,Lose,73467500.00,-26.53%
Player2_Paroli,10821,Tai,50000.00,Win,73515000.00,-26.48%
Player2_Paroli,10822,Tai,100000.00,Lose,73415000.00,-26.58%
Player2_Paroli,10823,Xiu,50000.00,Lose,73365000.00,-26.63%
Player2_Paroli,10824,Tai,50000.00,Lose,73315000.00,-26.68%
Player2_Paroli,10825,Tai,50000.00,Lose,73265000.00,-26.73%
Player2_Paroli,10826,Xiu,50000.00,Win,73312500.00,-26.69%
Player2_Paroli,10827,Xiu,100000.00,Lose,73212500.00,-26.79%
Player2_Paroli,10828,Xiu,50000.00,Lose,73162500.00,-26.84%
Player2_Paroli,10829,Xiu,50000.00,Lose,73112500.00,-26.89%
Player2_Paroli,10830,Xiu,50000.00,Lose,73062500.00,-26.94%
Player2_Paroli,10831,Tai,50000.00,Win,73110000.00,-26.89%
Player2_Paroli,10832,Xiu,100000.00,Win,73205000.00,-26.80%
Player2_Paroli,10833,Tai,200000.00,Win,73395000.00,-26.61%
Player2_Paroli,10834,Tai,50000.00,Win,73442500.00,-26.56%
Player2_Paroli,10835,Tai,100000.00,Lose,73342500.00,-26.66%
Player2_Paroli,10836,Xiu,50000.00,Lose,73292500.00,-26.71%
Player2_Paroli,10837,Tai,50000.00,Lose,73242500.00,-26.76%
Player2_Paroli,10838,Xiu,50000.00,Lose,73192500.00,-26.81%
Player2_Paroli,10839,Xiu,50000.00,Lose,73142500.00,-26.86%
Player2_Paroli,10840,Tai,50000.00,Lose,73092500.00,-26.91%
Player2_Paroli,10841,Xiu,50000.00,Lose,73042500.00,-26.96%
Player2_Paroli,10842,Xiu,50000.00,Win,73090000.00,-26.91%
Player2_Paroli,10843,Tai,100000.00,Win,73185000.00,-26.82%
Player2_Paroli,10844,Xiu,200000.00,Lose,72985000.00,-27.02%
Player2_Paroli,10845,Tai,50000.00,Win,73032500.00,-26.97%
Player2_Paroli,10846,Tai,100000.00,Win,73127500.00,-26.87%
Player2_Paroli,10847,Tai,200000.00,Win,73317500.00,-26.68%
Player2_Paroli,10848,Xiu,50000.00,Lose,73267500.00,-26.73%
Player2_Paroli,10849,Xiu,50000.00,Win,73315000.00,-26.68%
Player2_Paroli,10850,Xiu,100000.00,Lose,73215000.00,-26.78%
Player2_Paroli,10851,Tai,50000.00,Lose,73165000.00,-26.83%
Player2_Paroli,10852,Xiu,50000.00,Lose,73115000.00,-26.88%
Player2_Paroli,10853,Tai,50000.00,Lose,73065000.00,-26.93%
